Device Type, Method, Vector Size, Compute Time (s), Total Time (s), Compute Throughput (Flops), Total Throughput (Flops), Number of GPU Blocks, Number of Threads per Block, Completion Status
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 1023, 768, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 1023, 768, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 1023, 768, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 1023, 640, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 1023, 640, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 1023, 640, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 1023, 512, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 1023, 512, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 1023, 512, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 1023, 384, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 1023, 384, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 1023, 384, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 1023, 256, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 1023, 256, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 1023, 256, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 1023, 128, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 1023, 128, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 1023, 128, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 511, 1024, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 511, 1024, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 511, 1024, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 511, 896, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 511, 896, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 511, 896, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 511, 768, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 511, 768, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 511, 768, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 511, 640, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 511, 640, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 511, 640, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 511, 512, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 511, 512, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 511, 512, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 511, 384, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 511, 384, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 511, 384, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 511, 256, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 511, 256, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 511, 256, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 511, 128, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 511, 128, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 511, 128, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 255, 1024, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 255, 1024, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 255, 1024, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 255, 896, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 255, 896, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 255, 896, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 255, 768, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 255, 768, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 255, 768, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 255, 640, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 255, 640, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 255, 640, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 255, 512, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 255, 512, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 255, 512, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 255, 384, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 255, 384, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 255, 384, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 255, 256, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 255, 256, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 255, 256, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 255, 128, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 255, 128, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 255, 128, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 127, 1024, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 127, 1024, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 127, 1024, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 127, 896, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 127, 896, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 127, 896, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 127, 768, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 127, 768, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 127, 768, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 127, 640, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 127, 640, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 127, 640, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 127, 512, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 127, 512, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 127, 512, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 127, 384, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 127, 384, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 127, 384, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 127, 256, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 127, 256, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 127, 256, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 127, 128, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 127, 128, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 127, 128, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 63, 1024, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 63, 1024, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 63, 1024, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 63, 896, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 63, 896, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 63, 896, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 63, 768, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 63, 768, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 63, 768, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 63, 640, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 63, 640, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 63, 640, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 63, 512, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 63, 512, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 63, 512, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 63, 384, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 63, 384, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 63, 384, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 63, 256, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 63, 256, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 63, 256, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 63, 128, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 63, 128, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 63, 128, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 31, 1024, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 31, 1024, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 31, 1024, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 31, 896, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 31, 896, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 31, 896, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 31, 768, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 31, 768, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 31, 768, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 31, 640, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 31, 640, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 31, 640, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 31, 512, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 31, 512, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 31, 512, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 31, 384, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 31, 384, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 31, 384, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 31, 256, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 31, 256, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 31, 256, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 31, 128, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 31, 128, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 31, 128, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 15, 1024, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 15, 1024, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 15, 1024, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 15, 896, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 15, 896, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 15, 896, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 15, 768, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 15, 768, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 15, 768, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 15, 640, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 15, 640, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 15, 640, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 15, 512, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 15, 512, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 15, 512, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 15, 384, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 15, 384, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 15, 384, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 15, 256, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 15, 256, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 15, 256, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 15, 128, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 15, 128, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 15, 128, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 7, 1024, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 7, 1024, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 7, 1024, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 7, 896, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 7, 896, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 7, 896, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 7, 768, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 7, 768, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 7, 768, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 7, 640, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 7, 640, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 7, 640, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 7, 512, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 7, 512, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 7, 512, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 7, 384, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 7, 384, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 7, 384, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 7, 256, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 7, 256, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 7, 256, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 7, 128, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 7, 128, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 7, 128, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 3, 1024, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 3, 1024, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 3, 1024, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 3, 896, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 3, 896, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 3, 896, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 3, 768, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 3, 768, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 3, 768, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 3, 640, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 3, 640, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 3, 640, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 3, 512, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 3, 512, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 3, 512, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 3, 384, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 3, 384, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 3, 384, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 3, 256, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 3, 256, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 3, 256, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 3, 128, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 3, 128, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 3, 128, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 1, 1024, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 1, 1024, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 1, 1024, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 1, 896, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 1, 896, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 1, 896, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 1, 768, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 1, 768, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 1, 768, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 1, 640, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 1, 640, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 1, 640, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 1, 512, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 1, 512, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 1, 512, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 1, 384, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 1, 384, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 1, 384, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 1, 256, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 1, 256, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 1, 256, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 1, 128, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 1, 128, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 57600000, 0, 0, inf, inf, 1, 128, GPU ALLOCATION FAILURE!
Intel i5, , 57600000, 0.125163, 0.125163, 4.602e+08, 4.602e+08, 1, 1, Complete
GeForce GTX 780, , 64000000, 0, 0, inf, inf, 1023, 1024, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 64000000, 0, 0, inf, inf, 1023, 1024, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 64000000, 0, 0, inf, inf, 1023, 1024, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 64000000, 0, 0, inf, inf, 1023, 896, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 64000000, 0, 0, inf, inf, 1023, 896, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 64000000, 0, 0, inf, inf, 1023, 896, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 64000000, 0, 0, inf, inf, 1023, 768, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 64000000, 0, 0, inf, inf, 1023, 768, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 64000000, 0, 0, inf, inf, 1023, 768, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 64000000, 0, 0, inf, inf, 1023, 640, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 64000000, 0, 0, inf, inf, 1023, 640, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 64000000, 0, 0, inf, inf, 1023, 640, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 64000000, 0, 0, inf, inf, 1023, 512, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 64000000, 0, 0, inf, inf, 1023, 512, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 64000000, 0, 0, inf, inf, 1023, 512, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 64000000, 0, 0, inf, inf, 1023, 384, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 64000000, 0, 0, inf, inf, 1023, 384, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 64000000, 0, 0, inf, inf, 1023, 384, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 64000000, 0, 0, inf, inf, 1023, 256, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 64000000, 0, 0, inf, inf, 1023, 256, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 64000000, 0, 0, inf, inf, 1023, 256, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 64000000, 0, 0, inf, inf, 1023, 128, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 64000000, 0, 0, inf, inf, 1023, 128, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 64000000, 0, 0, inf, inf, 1023, 128, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 64000000, 0, 0, inf, inf, 511, 1024, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 64000000, 0, 0, inf, inf, 511, 1024, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 64000000, 0, 0, inf, inf, 511, 1024, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 64000000, 0, 0, inf, inf, 511, 896, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 64000000, 0, 0, inf, inf, 511, 896, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 64000000, 0, 0, inf, inf, 511, 896, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 64000000, 0, 0, inf, inf, 511, 768, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 64000000, 0, 0, inf, inf, 511, 768, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 64000000, 0, 0, inf, inf, 511, 768, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 64000000, 0, 0, inf, inf, 511, 640, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 64000000, 0, 0, inf, inf, 511, 640, GPU ALLOCATION FAILURE!
GeForce GTX 780, , 64000000, 0, 0, inf, inf, 511, 640, GPU ALLOCATION FAILURE!
