500,1,0.111731
500,1,0.106778
500,1,0.106880
500,1,0.108130
500,1,0.109582
500,1,0.115100
500,1,0.112260
500,1,0.106897
500,1,0.108576
500,1,0.108074
1000,1,0.426962
1000,1,0.444889
1000,1,0.425042
1000,1,0.431996
1000,1,0.426625
1000,1,0.425278
1000,1,0.425738
1000,1,0.429684
1000,1,0.424309
1000,1,0.428153
1500,1,0.958856
1500,1,0.956662
1500,1,0.957594
1500,1,0.960786
1500,1,0.961536
1500,1,0.955555
1500,1,0.967752
1500,1,0.954227
1500,1,0.953312
1500,1,0.953289
2000,1,1.695249
2000,1,1.699869
2000,1,1.703440
2000,1,1.719055
2000,1,1.696644
2000,1,1.702893
2000,1,1.697973
2000,1,1.698941
2000,1,1.736876
2000,1,1.707925
2500,1,2.666606
2500,1,2.668116
2500,1,2.665708
2500,1,2.652924
2500,1,2.657925
2500,1,2.651044
2500,1,2.650102
2500,1,2.653849
2500,1,2.661680
2500,1,2.662555
3000,1,3.824132
3000,1,3.813196
3000,1,3.822754
3000,1,3.828891
3000,1,3.819950
3000,1,3.832411
3000,1,3.830775
3000,1,3.831466
3000,1,3.829786
3000,1,3.829427
3500,1,5.190410
3500,1,5.202952
3500,1,5.203901
3500,1,5.210887
3500,1,5.202631
3500,1,5.262145
3500,1,5.199168
3500,1,5.207401
3500,1,5.218699
3500,1,5.223496
4000,1,6.811932
4000,1,6.821345
4000,1,6.782580
4000,1,6.798697
4000,1,6.792082
4000,1,6.809618
4000,1,6.807927
4000,1,6.809350
4000,1,6.872604
4000,1,6.792238
4500,1,8.593200
4500,1,8.615785
4500,1,8.600543
4500,1,8.600628
4500,1,8.616552
4500,1,8.617680
4500,1,8.599332
4500,1,8.587223
4500,1,8.617000
4500,1,8.595173
5000,1,10.615537
5000,1,10.748225
5000,1,10.592528
5000,1,10.617539
5000,1,10.618259
5000,1,10.599195
5000,1,10.636775
5000,1,10.621324
5000,1,10.636271
5000,1,10.745078
5500,1,12.824705
5500,1,12.837743
5500,1,12.825136
5500,1,12.843389
5500,1,12.839667
5500,1,12.840133
5500,1,12.842710
5500,1,12.843921
5500,1,12.866792
5500,1,12.835406
6000,1,15.305591
6000,1,15.290822
6000,1,15.311746
6000,1,15.326628
6000,1,15.476329
6000,1,15.268138
6000,1,15.259888
6000,1,15.283471
6000,1,15.322419
6000,1,15.324792
6500,1,17.942023
6500,1,18.158149
6500,1,17.941020
6500,1,17.949242
6500,1,17.919741
6500,1,17.970568
6500,1,17.966292
6500,1,17.927073
6500,1,17.914085
6500,1,17.974891
7000,1,20.813164
